TRT	STY	SYM	MKT	PRC	SIZ	TCK	LQI
2018-11-23 14:35:52.702	STR-PRD	RCSBRE	RGSP	241.900000	50	16869980	2
2018-11-23 14:37:14.534	SHARE	SNN	REGS	9.000000	427	16869981	1
2018-11-23 14:37:14.536	SHARE	SNN	REGS	9.000000	73	16869982	1
2018-11-23 14:37:38.699	STR-PRD	BKDOWTS56	RGSP	13.080000	60	16869983	1
2018-11-23 14:37:47.637	SHARE	SNP	REGS	0.361500	10000	16869984	2
2018-11-23 14:37:47.639	SHARE	SNP	REGS	0.361500	870	16869985	2
2018-11-23 14:37:47.64	SHARE	SNP	REGS	0.361500	6200	16869986	2
2018-11-23 14:37:47.641	SHARE	SNP	REGS	0.361500	4000	16869987	2
2018-11-23 14:37:47.643	SHARE	SNP	REGS	0.361000	3930	16869988	2
2018-11-23 14:38:18.264	SHARE	TGN	REGS	352.500000	5	16869989	2
2018-11-23 14:39:08.104	SHARE	TGN	REGS	352.000000	10	16869990	2
2018-11-23 14:39:08.107	SHARE	TGN	REGS	351.000000	40	16869991	2
2018-11-23 14:39:39.774	SHARE	SIF3	REGS	0.200500	5	16869992	1
2018-11-23 14:39:56.25	STR-PRD	RCSBRE	RGSP	241.900000	100	16869993	1
2018-11-23 14:40:07.969	SHARE	ELGS	REGS	1.200000	325	16869994	1
2018-11-23 14:40:50.382	SHARE	BRD	REGS	13.400000	60	16869995	2
2018-11-23 14:41:09.832	SHARE	BRD	REGS	13.400000	10	16869996	2
2018-11-23 14:41:09.834	SHARE	BRD	REGS	13.400000	30	16869997	2
2018-11-23 14:41:10.391	STR-PRD	BKDOWTS56	RGSP	13.080000	50	16869998	2
2018-11-23 14:41:49.246	SHARE	SNN	REGS	9.000000	36	16869999	1
2018-11-23 14:41:49.248	SHARE	SNN	REGS	9.000000	50	16870000	1
2018-11-23 14:41:51.444	SHARE	TLV	REGS	2.330000	150	16870001	1
2018-11-23 14:43:28.084	SHARE	SNP	REGS	0.362000	16512	16870002	1
2018-11-23 14:47:19.286	SHARE	CMF	REGS	1.710000	100	16870003	2
2018-11-23 14:47:26.278	SHARE	BRD	REGS	13.420000	100	16870004	1
2018-11-23 14:48:13.987	FUND-UNITS	STK	REGS	45.000000	15	16870005	1
2018-11-23 14:51:19.663	SHARE	SNP	REGS	0.362000	12	16870006	1
2018-11-23 14:51:35.713	SHARE	BVB	REGS	22.600000	48	16870007	2
2018-11-23 14:51:40.09	SHARE	PRSN	XRS1	0.076000	3000	16870008	2
2018-11-23 14:54:44.015	SHARE	IARV	REGS	7.740000	100	16870009	1
2018-11-23 14:54:44.018	SHARE	IARV	REGS	7.840000	10	16870010	1
2018-11-23 14:55:37.383	SHARE	SNP	REGS	0.362000	2200	16870011	1
2018-11-23 14:58:32.634	STR-PRD	BKDOWTL59	RGSP	3.640000	444	16870012	1
2018-11-23 14:58:50.218	SHARE	TLV	REGS	2.325000	233	16870013	2
2018-11-23 14:58:50.22	SHARE	TLV	REGS	2.325000	767	16870014	2
2018-11-23 14:59:09.668	SHARE	BRD	REGS	13.420000	200	16870015	1
2018-11-23 14:59:12.416	STR-PRD	RCSBRE	RGSP	242.000000	100	16870016	1
2018-11-23 14:59:30.91	SHARE	TLV	REGS	2.330000	1634	16870017	1
2018-11-23 14:59:35.494	SHARE	BVB	REGS	22.800000	7	16870018	1
2018-11-23 14:59:52.342	SHARE	DIGI	REGS	29.400000	31	16870019	1
2018-11-23 14:59:54.212	SHARE	TBM	REGS	0.241000	5000	16870020	2
2018-11-23 14:59:54.214	SHARE	TBM	REGS	0.241000	5000	16870021	2
2018-11-23 15:00:10.236	SHARE	SNN	REGS	9.000000	750	16870022	2
2018-11-23 15:00:10.239	SHARE	SNN	REGS	8.990000	1500	16870023	2
2018-11-23 15:00:10.24	SHARE	SNN	REGS	8.990000	550	16870024	2
2018-11-23 15:00:10.241	SHARE	SNN	REGS	8.990000	12200	16870025	2
2018-11-23 15:00:18.329	SHARE	SNP	REGS	0.362000	19031	16870026	1
2018-11-23 15:00:40.202	SHARE-ATS	UNIT	XRS1	24.000000	25	16870027	1
2018-11-23 15:00:40.204	SHARE-ATS	UNIT	XRS1	24.000000	50	16870028	1
2018-11-23 15:00:40.207	SHARE-ATS	UNIT	XRS1	25.000000	300	16870029	1
2018-11-23 15:00:42.487	SHARE	ELMA	REGS	0.144000	15000	16870030	1
2018-11-23 15:00:51.548	SHARE	SNG	REGS	35.350000	23	16870031	1
2018-11-23 15:02:34.262	SHARE	ELGS	REGS	1.200000	7000	16870032	2
2018-11-23 15:04:17.364	SHARE	CMP	REGS	0.914000	1	16870033	1
2018-11-23 15:04:23.139	SHARE	SIF5	REGS	2.065000	5000	16870034	2
2018-11-23 15:05:54.789	SHARE	SNN	REGS	9.000000	51	16870035	2
2018-11-23 15:06:48.239	STR-PRD	RCSBRE	RGSP	243.000000	60	16870036	1
2018-11-23 15:06:57.892	SHARE	ELGS	REGS	1.200000	452	16870037	2
2018-11-23 15:09:33.71	SHARE	SNN	REGS	9.000000	600	16870038	1
2018-11-23 15:09:36.619	SHARE	SNN	REGS	9.000000	49	16870039	1
2018-11-23 15:09:40.733	SHARE	TLV	REGS	2.330000	500	16870040	1
2018-11-23 15:10:58.722	STR-PRD	EBWTITS22	RGSP	12.480000	85	16870041	1
2018-11-23 15:11:19.705	STR-PRD	EBWTITL41	RGSP	14.160000	10	16870042	1
2018-11-23 15:11:28.44	STR-PRD	BKDOWTL57	RGSP	6.090000	300	16870043	1
2018-11-23 15:14:04.47	SHARE	DIGI	REGS	29.400000	30	16870044	1
2018-11-23 15:20:39.028	SHARE	DIGI	REGS	29.400000	970	16870045	2
2018-11-23 15:21:01.516	SHARE	TLV	REGS	2.325000	1033	16870046	2
2018-11-23 15:21:01.517	SHARE	TLV	REGS	2.325000	800	16870047	2
2018-11-23 15:21:01.519	SHARE	TLV	REGS	2.325000	150	16870048	2
2018-11-23 15:22:03.587	SHARE	ELGS	REGS	1.200000	8611	16870049	1
2018-11-23 15:22:45.341	STR-PRD	RCSBRE	RGSP	245.000000	100	16870050	1
2018-11-23 15:22:52.716	SHARE	SNN	REGS	9.040000	100	16870051	1
2018-11-23 15:24:49.566	SHARE	SIF5	REGS	2.070000	100	16870052	1
2018-11-23 15:25:52.598	STR-PRD	BKDOWTL59	RGSP	3.470000	9	16870053	1
2018-11-23 15:27:51.612	STR-PRD	BKDOWTL57	RGSP	5.950000	200	16870054	2
2018-11-23 15:28:48.399	SHARE	FP	REGS	0.938000	4508	16870055	2
2018-11-23 15:29:24.739	STR-PRD	EBEBSTL30	RGSP	0.790000	400	16870056	2
2018-11-23 15:30:30.814	STR-PRD	EBWTITL41	RGSP	12.000000	20	16870057	2
2018-11-23 15:30:30.915	STR-PRD	EBWTITS22	RGSP	12.680000	110	16870058	1
2018-11-23 15:30:31.379	STR-PRD	EBWTI1	RGSP	12.500000	1500	16870059	2
2018-11-23 15:30:46.093	SHARE	RCHI	XRS1	0.170000	701	16870060	1
2018-11-23 15:31:11.919	SHARE	SNP	REGS	0.362000	2000	16870061	1
2018-11-23 15:31:13.989	SHARE	SIF5	REGS	2.065000	210	16870062	2
2018-11-23 15:31:37.709	SHARE	BVB	REGS	22.800000	20	16870063	1
2018-11-23 15:32:32.431	SHARE-INT	EBS	REGS	161.800000	3	16870064	2
2018-11-23 15:32:52.155	SHARE	TLV	REGS	2.320000	1017	16870065	2
2018-11-23 15:34:03.578	STR-PRD	BKDOWTL59	RGSP	3.380000	555	16870066	2
2018-11-23 15:34:21.898	SHARE	SIF5	REGS	2.065000	5000	16870067	2
2018-11-23 15:34:56.932	STR-PRD	EBSPTS34	RGSP	25.980000	2	16870068	1
2018-11-23 15:35:33.642	SHARE	TLV	REGS	2.325000	8	16870069	1
2018-11-23 15:36:47.945	SHARE	ATB	REGS	0.484000	1	16870070	1
2018-11-23 15:37:03.376	STR-PRD	EBEBSTL30	RGSP	0.780000	150	16870071	2
2018-11-23 15:37:58.727	SHARE	SNN	REGS	9.040000	545	16870072	1
2018-11-23 15:38:11.499	SHARE	SCDM	XRS1	35.800000	1	16870073	1
2018-11-23 15:38:22.822	SHARE	TLV	REGS	2.325000	25000	16870074	1
2018-11-23 15:39:44.374	STR-PRD	EBEBSTL30	RGSP	0.770000	20	16870075	1
2018-11-23 15:39:54.137	SHARE	TLV	REGS	2.325000	750	16870076	1
2018-11-23 15:39:55.747	SHARE	TLV	REGS	2.325000	24242	16870077	1
2018-11-23 15:39:55.946	SHARE	SFG	REGS	20.900000	15	16870078	1
2018-11-23 15:40:55.947	SHARE	SIF1	REGS	2.270000	877	16870079	2
2018-11-23 15:40:55.949	SHARE	SIF1	REGS	2.260000	532	16870080	2
2018-11-23 15:40:55.951	SHARE	SIF1	REGS	2.260000	178	16870081	2
2018-11-23 15:40:55.953	SHARE	SIF1	REGS	2.250000	700	16870082	2
2018-11-23 15:40:55.954	SHARE	SIF1	REGS	2.250000	500	16870083	2
2018-11-23 15:40:55.956	SHARE	SIF1	REGS	2.240000	1000	16870084	2
2018-11-23 15:40:55.957	SHARE	SIF1	REGS	2.240000	1213	16870085	2
2018-11-23 15:41:41.757	STR-PRD	BKDOWTL59	RGSP	3.290000	777	16870086	2
2018-11-23 15:42:49.374	STR-PRD	EBDAXTL52	RGSP	16.000000	5	16870087	2
2018-11-23 15:42:52.924	STR-PRD	BKDOWTL57	RGSP	5.750000	250	16870088	2
2018-11-23 15:43:53.361	SHARE-INT	EBS	REGS	161.450000	3	16870089	2
2018-11-23 15:44:10.497	SHARE-INT	EBS	REGS	161.300000	5	16870090	2
2018-11-23 15:45:09.086	STR-PRD	BKDOWTL59	RGSP	3.140000	999	16870091	2
2018-11-23 15:45:33.533	STR-PRD	EBDAXTL51	RGSP	38.000000	7	16870092	2
2018-11-23 15:45:34.01	STR-PRD	EBDAXTS63	RGSP	91.900000	1	16870093	1
2018-11-23 15:45:34.012	STR-PRD	EBDAXTS63	RGSP	92.000000	3	16870094	1
2018-11-23 15:45:40.191	SHARE	TEL	REGS	22.800000	13	16870095	2
2018-11-23 15:45:40.193	SHARE	TEL	REGS	22.800000	10	16870096	2
2018-11-23 15:45:40.195	SHARE	TEL	REGS	22.750000	17	16870097	2
2018-11-23 15:45:40.196	SHARE	TEL	REGS	22.750000	25	16870098	2
2018-11-23 15:45:40.197	SHARE	TEL	REGS	22.750000	100	16870099	2
2018-11-23 15:45:40.199	SHARE	TEL	REGS	22.700000	10	16870100	2
2018-11-23 15:45:40.2	SHARE	TEL	REGS	22.700000	50	16870101	2
2018-11-23 15:45:40.201	SHARE	TEL	REGS	22.700000	100	16870102	2
2018-11-23 15:45:40.202	SHARE	TEL	REGS	22.700000	20	16870103	2
2018-11-23 15:45:40.203	SHARE	TEL	REGS	22.700000	20	16870104	2
2018-11-23 15:45:40.204	SHARE	TEL	REGS	22.700000	25	16870105	2
2018-11-23 15:45:40.205	SHARE	TEL	REGS	22.700000	300	16870106	2
2018-11-23 15:45:40.206	SHARE	TEL	REGS	22.700000	150	16870107	2
2018-11-23 15:45:40.207	SHARE	TEL	REGS	22.700000	30	16870108	2
2018-11-23 15:45:40.208	SHARE	TEL	REGS	22.700000	350	16870109	2
2018-11-23 15:46:10.629	STR-PRD	EBDAXTL51	RGSP	37.000000	7	16870110	2
2018-11-23 15:47:07.265	SHARE	SNG	REGS	35.300000	49	16870111	2
2018-11-23 15:47:38.374	SHARE	TEL	REGS	22.700000	25	16870112	1
2018-11-23 15:48:28.435	STR-PRD	EBEBSTL30	RGSP	0.750000	1000	16870113	1
2018-11-23 15:48:32.676	SHARE	ROCE	REGS	0.127000	4000	16870114	2
2018-11-23 15:48:32.678	SHARE	ROCE	REGS	0.126500	8000	16870115	2
2018-11-23 15:48:32.68	SHARE	ROCE	REGS	0.126000	22169	16870116	2
2018-11-23 15:48:50.809	STR-PRD	BKSNPTL1	RGSP	0.830000	175	16870117	2
2018-11-23 15:49:00.753	STR-PRD	EBDAXTL52	RGSP	15.500000	250	16870118	1
2018-11-23 15:49:12.747	SHARE	BRD	REGS	13.440000	200	16870119	1
2018-11-23 15:49:17.655	SHARE	ROCE	REGS	0.126000	50000	16870120	1
2018-11-23 15:49:41.095	STR-PRD	EBWTITL40	RGSP	21.740000	5	16870121	1
2018-11-23 15:50:13.327	SHARE	TEL	REGS	22.700000	100	16870122	1
2018-11-23 15:50:18.866	SHARE	SNG	REGS	35.250000	1000	16870123	2
2018-11-23 15:50:29.039	SHARE	TLV	REGS	2.325000	210	16870124	2
2018-11-23 15:50:34.338	STR-PRD	EBDAXTL52	RGSP	15.700000	400	16870125	1
2018-11-23 15:50:58.731	SHARE	ELMA	REGS	0.144000	25000	16870126	1
2018-11-23 15:51:10.119	SHARE	SIF5	REGS	2.065000	180	16870127	2
2018-11-23 15:51:43.05	STR-PRD	EBDAXTL52	RGSP	15.600000	25	16870128	2
2018-11-23 15:52:03.025	STR-PRD	EBWTITL40	RGSP	21.500000	1	16870129	2
2018-11-23 15:52:03.161	STR-PRD	EBWTITL41	RGSP	11.000000	10	16870130	2
2018-11-23 15:52:16.816	SHARE	TLV	REGS	2.325000	19009	16870131	2
2018-11-23 15:53:56.249	STR-PRD	BKDOWTL57	RGSP	5.710000	200	16870132	2
2018-11-23 15:54:21.546	SHARE	TEL	REGS	22.700000	25	16870133	1
2018-11-23 15:55:00.621	SHARE	TLV	REGS	2.325000	700	16870134	2
2018-11-23 15:55:36.516	SHARE	ELMA	REGS	0.143000	3000	16870135	2
2018-11-23 15:57:16.119	STR-PRD	BKDOWTS56	RGSP	13.410000	2	16870136	1
2018-11-23 15:57:22.032	STR-PRD	BKDOWTL57	RGSP	5.700000	15	16870137	2
2018-11-23 15:57:48.172	SHARE	SNP	REGS	0.362000	95612	16870138	1
2018-11-23 15:58:08.879	SHARE	TEL	REGS	22.700000	400	16870139	1
2018-11-23 15:58:20.139	SHARE	SNP	REGS	0.362000	254388	16870140	2
2018-11-23 15:59:23.464	STR-PRD	BKDOWTL57	RGSP	5.720000	15	16870141	2
2018-11-23 15:59:35.386	SHARE	M	REGS	26.900000	50	16870142	1
2018-11-23 15:59:35.388	SHARE	M	REGS	27.000000	150	16870143	1
2018-11-23 15:59:39.213	STR-PRD	EBWTITL40	RGSP	21.000000	4	16870144	2
2018-11-23 15:59:55.32	SHARE	SIF4	REGS	0.598000	5000	16870145	1
2018-11-23 16:00:04.912	STR-PRD	EBDAXTL52	RGSP	15.000000	30	16870146	1
2018-11-23 16:00:18.236	STR-PRD	EBWTITL40	RGSP	20.680000	4	16870147	2
2018-11-23 16:00:56.455	SHARE	ELMA	REGS	0.143000	7000	16870148	2
2018-11-23 16:00:56.457	SHARE	ELMA	REGS	0.143000	40000	16870149	2
2018-11-23 16:01:49.853	SHARE	SNP	REGS	0.362000	45612	16870150	1
2018-11-23 16:01:49.855	SHARE	SNP	REGS	0.362000	154388	16870151	1
2018-11-23 16:01:50.063	SHARE	BIO	REGS	0.329000	1110	16870152	1
2018-11-23 16:01:50.065	SHARE	BIO	REGS	0.329000	8890	16870153	1
2018-11-23 16:02:15.427	SHARE	M	REGS	27.000000	1850	16870154	1
2018-11-23 16:02:21.515	SHARE	SNP	REGS	0.362000	45612	16870155	1
2018-11-23 16:02:21.516	SHARE	SNP	REGS	0.362000	200000	16870156	1
2018-11-23 16:02:55.039	SHARE	SIF4	REGS	0.596000	3336	16870157	2
2018-11-23 16:02:55.042	SHARE	SIF4	REGS	0.596000	1000	16870158	2
2018-11-23 16:02:55.043	SHARE	SIF4	REGS	0.596000	664	16870159	2
2018-11-23 16:03:09.47	SHARE	SNP	REGS	0.362000	204388	16870160	2
2018-11-23 16:03:14.835	SHARE	M	REGS	27.000000	950	16870161	2
2018-11-23 16:03:25.937	SHARE	EL	REGS	10.900000	1436	16870162	1
2018-11-23 16:03:41.354	STR-PRD	EBWTITL27	RGSP	57.360000	400	16870163	1
2018-11-23 16:04:13.251	SHARE	SNP	REGS	0.362000	395612	16870164	1
2018-11-23 16:04:55.121	SHARE-INT	EBS	REGS	161.300000	10	16870165	2
2018-11-23 16:04:55.123	SHARE-INT	EBS	REGS	161.300000	3	16870166	2
2018-11-23 16:05:17.339	SHARE	TEL	REGS	22.700000	19	16870167	1
2018-11-23 16:05:27.702	SHARE	ARCV	XRS1	0.014400	900	16870168	2
2018-11-23 16:05:35.331	SHARE	FP	REGS	0.937000	41582	16870169	2
2018-11-23 16:05:35.333	SHARE	FP	REGS	0.937000	100000	16870170	2
2018-11-23 16:05:55.691	SHARE	M	REGS	27.000000	4050	16870171	1
2018-11-23 16:05:58.892	SHARE-ATS	TRVM	XRS1	0.560000	640	16870172	2
2018-11-23 16:06:07.98	SHARE	PRSN	XRS1	0.073500	1325	16870173	2
2018-11-23 16:06:20.053	SHARE	DIGI	REGS	29.400000	648	16870174	1
2018-11-23 16:06:28.403	STR-PRD	BKDOWTL57	RGSP	5.750000	2500	16870175	2
2018-11-23 16:06:34.971	SHARE	ALU	REGS	0.705000	95	16870176	1
2018-11-23 16:07:04.986	SHARE	SNP	REGS	0.362000	104388	16870177	2
2018-11-23 16:07:07.057	SHARE	TGN	REGS	351.000000	40	16870178	2
2018-11-23 16:07:12.873	SHARE	ALU	REGS	0.705000	5	16870179	1
2018-11-23 16:07:15.002	SHARE	M	REGS	27.000000	1436	16870180	2
2018-11-23 16:07:19.624	SHARE	SIF2	REGS	1.270000	9155	16870181	2
2018-11-23 16:08:50.519	SHARE	TEL	REGS	22.650000	500	16870182	2
2018-11-23 16:08:50.522	SHARE	TEL	REGS	22.650000	25	16870183	2
2018-11-23 16:09:50.201	SHARE	TEL	REGS	22.650000	145	16870184	1
2018-11-23 16:10:06.774	STR-PRD	BKDOWTL59	RGSP	3.220000	5000	16870185	2
2018-11-23 16:11:47.675	SHARE	SNP	REGS	0.362000	150000	16870186	1
2018-11-23 16:12:03.272	SHARE	SNP	REGS	0.362000	80000	16870187	1
2018-11-23 16:12:12.906	SHARE	SNP	REGS	0.362000	220000	16870188	2
2018-11-23 16:12:13.904	SHARE	TLV	REGS	2.325000	2450	16870189	2
2018-11-23 16:12:22.472	SHARE	SNP	REGS	0.362000	280000	16870190	1
2018-11-23 16:12:33.807	SHARE	SNP	REGS	0.362000	220000	16870191	2
2018-11-23 16:12:36.834	STR-PRD	BKDOWTS61	RGSP	11.300000	110	16870192	2
2018-11-23 16:12:40.583	SHARE	COTE	REGS	85.500000	50	16870193	1
2018-11-23 16:12:52.237	SHARE	SNP	REGS	0.362000	145643	16870194	1
2018-11-23 16:12:52.24	SHARE	SNP	REGS	0.364000	4357	16870195	1
2018-11-23 16:14:32.459	SHARE	SIF5	REGS	2.065000	3356	16870196	2
2018-11-23 16:14:32.463	SHARE	SIF5	REGS	2.060000	554	16870197	2
2018-11-23 16:14:32.464	SHARE	SIF5	REGS	2.060000	800	16870198	2
2018-11-23 16:14:32.467	SHARE	SIF5	REGS	2.060000	500	16870199	2
2018-11-23 16:14:32.468	SHARE	SIF5	REGS	2.060000	1000	16870200	2
2018-11-23 16:14:32.47	SHARE	SIF5	REGS	2.060000	5000	16870201	2
2018-11-23 16:14:32.471	SHARE	SIF5	REGS	2.060000	10000	16870202	2
2018-11-23 16:14:32.472	SHARE	SIF5	REGS	2.060000	6969	16870203	2
2018-11-23 16:14:32.473	SHARE	SIF5	REGS	2.060000	9500	16870204	2
2018-11-23 16:15:16.149	SHARE	FP	REGS	0.937000	30024	16870205	1
2018-11-23 16:15:33.185	STR-PRD	EBDAXTS63	RGSP	91.300000	115	16870206	2
2018-11-23 16:15:37.422	SHARE-ATS	BNET	XRS1	1.040000	2000	16870207	2
2018-11-23 16:16:19.415	SHARE	ROCE	REGS	0.126000	15000	16870208	1
2018-11-23 16:16:32.704	SHARE	TLV	REGS	2.325000	8	16870209	2
2018-11-23 16:17:17.899	SHARE	PREB	REGS	0.276000	300	16870210	2
2018-11-23 16:18:19.946	STR-PRD	EBDAXTL52	RGSP	15.500000	110	16870211	1
2018-11-23 16:18:27.262	SHARE	TEL	REGS	22.650000	330	16870212	1
2018-11-23 16:18:41.81	STR-PRD	EBDAXTL52	RGSP	15.500000	40	16870213	1
2018-11-23 16:19:09.671	SHARE	TLV	REGS	2.325000	3000	16870214	2
2018-11-23 16:19:40.555	STR-PRD	EBDAXTL52	RGSP	15.500000	10	16870215	2
2018-11-23 16:21:30.392	SHARE	SIF5	REGS	2.060000	500	16870216	1
2018-11-23 16:21:40.035	SHARE	TEL	REGS	22.700000	20	16870217	1
2018-11-23 16:21:42.285	SHARE	EL	REGS	10.860000	118	16870218	2
2018-11-23 16:22:01.915	SHARE	BRD	REGS	13.420000	50	16870219	2
2018-11-23 16:22:57.634	SHARE	SIF5	REGS	2.060000	500	16870220	1
2018-11-23 16:23:33.024	SHARE	BRD	REGS	13.420000	50	16870221	2
2018-11-23 16:24:00.173	SHARE	SIF5	REGS	2.060000	300	16870222	1
2018-11-23 16:24:36.677	SHARE	TEL	REGS	22.700000	35	16870223	1
2018-11-23 16:24:40.913	SHARE	EL	REGS	10.860000	2000	16870224	1
2018-11-23 16:24:44.526	STR-PRD	BKDOWTS56	RGSP	13.350000	50	16870225	2
2018-11-23 16:24:53.892	SHARE	EL	REGS	10.860000	2882	16870226	1
2018-11-23 16:24:53.894	SHARE	EL	REGS	10.860000	5000	16870227	1
2018-11-23 16:25:01.942	SHARE	SNN	REGS	9.000000	400	16870228	2
2018-11-23 16:25:01.944	SHARE	SNN	REGS	9.000000	600	16870229	2
2018-11-23 16:25:23.972	SHARE	ALU	REGS	0.705000	900	16870230	1
2018-11-23 16:25:23.974	SHARE	ALU	REGS	0.710000	2000	16870231	1
2018-11-23 16:25:36.211	SHARE	ELGS	REGS	1.200000	1389	16870232	2
2018-11-23 16:25:36.212	SHARE	ELGS	REGS	1.200000	2500	16870233	2
2018-11-23 16:25:40.75	SHARE	SNP	REGS	0.362500	1800	16870234	2
2018-11-23 16:25:40.752	SHARE	SNP	REGS	0.362000	253200	16870235	2
2018-11-23 16:25:46.481	SHARE	TEL	REGS	22.700000	300	16870236	1
2018-11-23 16:26:27.26	STR-PRD	EBWTI1	RGSP	12.300000	35	16870237	2
2018-11-23 16:26:38.476	SHARE	SNN	REGS	9.020000	275	16870238	1
2018-11-23 16:26:53.191	SHARE	SNP	REGS	0.362000	145000	16870239	2
2018-11-23 16:26:55.139	SHARE	RCHI	XRS1	0.170000	70000	16870240	1
2018-11-23 16:26:55.141	SHARE	RCHI	XRS1	0.170000	130000	16870241	1
2018-11-23 16:27:01.639	STR-PRD	EBGLDTL23	RGSP	69.700000	3	16870242	1
2018-11-23 16:27:19.528	SHARE	FP	REGS	0.937000	68900	16870243	2
2018-11-23 16:27:22.047	SHARE	TRP	REGS	0.350000	500	16870244	1
2018-11-23 16:27:34.34	SHARE	SIF4	REGS	0.598000	5000	16870245	1
2018-11-23 16:27:47.947	SHARE	TEL	REGS	22.700000	50	16870246	1
2018-11-23 16:27:49.27	BOND	TIM26	ORDB	90.000000	30	16870247	1
2018-11-23 16:28:21.479	SHARE-INT	EBS	REGS	161.600000	90	16870248	1
2018-11-23 16:28:38.855	SHARE	SIF5	REGS	2.060000	1000	16870249	1
2018-11-23 16:28:48.213	SHARE	ALU	REGS	0.710000	5000	16870250	2
2018-11-23 16:29:19.016	SHARE-INT	EBS	REGS	161.600000	3	16870251	1
2018-11-23 16:29:26.39	SHARE	SNG	REGS	35.300000	100	16870252	1
2018-11-23 16:29:32.147	STR-PRD	BKDOWTL57	RGSP	5.800000	150	16870253	2
2018-11-23 16:30:10.428	STR-PRD	EBWTITS22	RGSP	12.640000	90	16870254	2
2018-11-23 16:30:35.916	SHARE	RCHI	XRS1	0.170000	100000	16870255	1
2018-11-23 16:31:10.683	SHARE	AAG	REGS	2.900000	101	16870256	1
2018-11-23 16:31:57.384	SHARE	RCHI	XRS1	0.170000	8219	16870257	2
2018-11-23 16:32:59.033	SHARE	ELGS	REGS	1.200000	1111	16870258	1
2018-11-23 16:34:32.93	SHARE	ROCE	REGS	0.126000	831	16870259	1
2018-11-23 16:35:28.59	STR-PRD	EBEBSTL30	RGSP	0.760000	410	16870260	1
2018-11-23 16:35:33.433	SHARE	EPT	REGS	0.010000	62968	16870261	2
2018-11-23 16:35:33.435	SHARE	EPT	REGS	0.010000	28000	16870262	2
2018-11-23 16:35:33.437	SHARE	EPT	REGS	0.010000	30000	16870263	2
2018-11-23 16:35:33.438	SHARE	EPT	REGS	0.010000	50000	16870264	2
2018-11-23 16:35:33.44	SHARE	EPT	REGS	0.009500	100000	16870265	2
2018-11-23 16:35:33.442	SHARE	EPT	REGS	0.009500	12787	16870266	2
2018-11-23 16:35:33.443	SHARE	EPT	REGS	0.009500	50000	16870267	2
2018-11-23 16:35:33.444	SHARE	EPT	REGS	0.009000	300000	16870268	2
2018-11-23 16:35:36.314	STR-PRD	BKDOWTL57	RGSP	5.840000	100	16870269	2
2018-11-23 16:35:47.173	SHARE	TGN	REGS	352.500000	5	16870270	1
2018-11-23 16:37:37.008	SHARE	FP	REGS	0.937000	76	16870271	2
2018-11-23 16:38:15.259	STR-PRD	BKDOWTS56	RGSP	13.230000	100	16870272	2
2018-11-23 16:38:34.844	SHARE	TEL	REGS	22.700000	200	16870273	1
2018-11-23 16:39:49.812	SHARE	TGN	REGS	353.000000	1	16870274	1
2018-11-23 16:40:05.862	SHARE	SNP	REGS	0.362000	1800	16870275	2
2018-11-23 16:40:05.864	SHARE	SNP	REGS	0.362000	18720	16870276	2
2018-11-23 16:40:05.865	SHARE	SNP	REGS	0.362000	18720	16870277	2
2018-11-23 16:40:05.866	SHARE	SNP	REGS	0.362000	76960	16870278	2
2018-11-23 16:40:32.654	SHARE	SNG	REGS	35.300000	800	16870279	1
2018-11-23 16:41:21.434	STR-PRD	BKDOWTL57	RGSP	5.850000	38	16870280	2
2018-11-23 16:41:32.081	SHARE	TGN	REGS	353.000000	8	16870281	1
2018-11-23 16:41:32.083	SHARE	TGN	REGS	353.000000	6	16870282	1
2018-11-23 16:42:33.461	SHARE	PBK	REGS	0.088000	643	16870283	2
2018-11-23 16:42:50.695	SHARE	SIF3	REGS	0.200000	1500	16870284	2
2018-11-23 16:42:50.697	SHARE	SIF3	REGS	0.200000	1500	16870285	2
2018-11-23 16:42:50.698	SHARE	SIF3	REGS	0.200000	32000	16870286	2
2018-11-23 16:43:04.255	SHARE	ALU	REGS	0.710000	100	16870287	2
2018-11-23 16:43:27.565	STR-PRD	EBDAXTL52	RGSP	16.400000	11	16870288	2
2018-11-23 16:44:25.854	STR-PRD	BKDOWTS56	RGSP	13.130000	37	16870289	2
2018-11-23 16:45:44.864	SHARE	SIF3	REGS	0.200500	5	16870290	1
2018-11-23 16:46:43.372	SHARE	TEL	REGS	22.700000	25	16870291	1
2018-11-23 16:47:20.816	SHARE	SIF4	REGS	0.598000	5000	16870292	1
2018-11-23 16:47:25.295	SHARE	EFO	REGS	0.088000	13000	16870293	1
2018-11-23 16:48:42.69	SHARE	DIGI	REGS	29.400000	1352	16870294	2
2018-11-23 16:48:42.692	SHARE	DIGI	REGS	29.400000	250	16870295	2
2018-11-23 16:48:42.695	SHARE	DIGI	REGS	29.200000	220	16870296	2
2018-11-23 16:48:42.696	SHARE	DIGI	REGS	29.200000	349	16870297	2
2018-11-23 16:49:00.585	STR-PRD	BKDOWTL57	RGSP	6.000000	40	16870298	2
2018-11-23 16:49:10.802	SHARE	FP	REGS	0.937000	362	16870299	1
2018-11-23 16:49:10.804	SHARE	FP	REGS	0.937000	249638	16870300	1
2018-11-23 16:49:19.161	SHARE	SIF3	REGS	0.200000	18000	16870301	2
2018-11-23 16:49:19.162	SHARE	SIF3	REGS	0.200000	52000	16870302	2
